id,text,offensive_substrings,offensive_sequences
4246577,"nu mai conteaza bai same...
 unde dracu sa mai conteze, la Baraj ?
 turcia pierde, noi batem si cu asta basta.",['dracu'],"[(35, 40)]"
3327325,"si ce dracu ma nu-i ajung 5000 de euro?
 Bravo Unirea!
 Sincer, ca portari Zapata si Dolha sunt de 3 ori, respectiv de doua ori si jumatate peste Tudor.",['dracu'],"[(6, 11)]"
14518,"PD-L se pregateste de viitoarele alegeri prezidentiale cu sloganul: ""Hai cu mic cu mare / La marea cacare.""",['marea cacare'],"[(93, 105)]"
35353,"...la mijloc o sa avem mari probleme! Piturca vrea sa arate ca nu joaca defensiv cu Franta , dar a cam riscat cu asezarea asta, un Dica in spatele lui Mutu si Niculae ar fi fost mai adecvat...Nicolita o sa alerge degeaba, ca de obicei...dar macar alearga...totusi sper sa nu ne facem de cacao. HAI ROMANIA!!!",['de cacao'],"[(284, 292)]"
6501364,"nu imi vine sa cred,cum naiba de nu putem noi sa stam linisti?",['cum naiba'],"[(20, 29)]"
14518,"Sunteti patimasi cei care zic de Steaua ca e ajutata de arbitri> Nu exista o minciuna mai mare. Daca Steaua era ajutata de arbitri, nu ar mai fi avut atatea infrangeri ! Asa ca nu mai mancati cacao !",['mancati cacao'],"[(184, 197)]"
35353,"sincer,la asta m-am gandit si eu,si mi-e cel mai frica..ponta iese sigur presedinte..problema-i cum va gestiona situatia imediat dupa alegeri...sa nu patim dracu ca-n ucraina..",['dracu'],"[(156, 161)]"
6501364,NU L AI VAZUT PE DOBI.. CA ARE SETARI LA TASTATURA IN...RUSA? CE NAIBA VORBIM? KGB UL A LUAT TOATE FUNCTIILE ODATA CU...ILICI.. POSTACII PLATITI SUNT..SPECIALITATE LOR..CA LA REVOLUTIE..SECURISTII ERAU IN CAZARMI SI ARMATA KGB CU MILITARU IN FRUNTE...OMORA..LA ROMANI,"['POSTACII', 'SECURISTII']","[(128, 136), (186, 196)]"
37725,pe ce lume traim fratilor .acum nu o sa mai scapam de banel in veci.ce mama dracu de meci a facut?ca asa joaca Szekely meci de meci si este rezerva pentru ca asa vrea ciobania sa patronul.pe deasupra acesta mai este si tehnic si are si sut la poarta si gindire in joc,"['mama dracu', 'ciobania']","[(71, 81), (167, 175)]"
5140292,"bine ca renunta contra...minune,ca altfel il convoca pana la 50 de ani,lobont a luat 3 goluri de rahat si apoi striga ca si lituania ne-a dat 3...Doamneeeeeeeee si cica astia sunt idolii pustilor ce vor sa fie fotbalisti...Doamne teleporteaza-ma in Congo, ca si acolo cred ca e mai bine!!!!",['de rahat'],"[(94, 102)]"
18381,"Unde naiba sunt mailurile? Le trimit in ultimul minut? Ce e atat de greu sa trimita cate un mail la toata lumea? Sau, nu s-au gandit la asta cand au facut vestitul soft, si trimit mailurile manual. Rusine FRF!!!!! Cu toate acuzatiile de pana acum, eu ma asteptam totusi sa fie ceva corect, si ma gandeam ca asta stiu romanii, sa acuze, si sa comenteze. Se pare insa ca m-am inselat..",[],[]
1067131,"nu stiu, nu ma uit la meci, nu ma intereseaza.
 daca nu vedeam scorul ala dubios de egal, nici nu dadeam atentie acestui articol.
 nu inteleg ceva : de ce nu mergem noi sa dezbatem meciul nostru ?
 ce dracu cascam gura la articolul astora din ghencea ??..))
 o sa mai scriu daca am cu cine, pe articolul despre meciul nostru.
 pe bune, eu nu prea mint, deci ies de aici, imi place doar branza de vaka !.)",['dracu'],"[(204, 209)]"
815387,EXCLUSIV un draq .ca pe toate site-urile a aparut formatia de start .pana la urma asta era echipa asteptata de toti.dar voi de la gsp sunteti intotdeauna mai destepti .ca voi nu e nimeni : frumosi si destepti .hai pa ca ma plictisiti deja,"['un draq', 'sunteti intotdeauna mai destepti']","[(9, 16), (134, 166)]"
5275,da noi cum plm facem cu porcu....ce dracu sunt asa oripilati ca aia au taiat o vaca...mare lucru.....voi nu vati gandit nicioadata ca mancare pe care o mancati ....mai bine zis carnea pe care o mancati...vine de la animale sacrificate(nu intru mod foarte frumos)...asa ca nu va mai declarati socati ca nu au facut nimic iesit din comun...,"['plm', 'ce dracu']","[(11, 14), (33, 41)]"
6168055,Ar fi mai al drea-q sa sustii pe banii tai Rapidul :))) ....sa mergi la meci sa arunce aia cu pungi cu pisat pe tine sa te scuipe si sa te injure ....pe banii tai :))),"['al drea-q', 'cu pisat pe tine', 'sa te scuipe si sa te injure']","[(10, 19), (100, 116), (117, 145)]"
531450,"Ei, l-au batut, pe dracu' ! L-au altoit asa, putin, ca n-a vrut sa bea palinca ardeleneasca.
 Venise cu marfarul toooooMnai din Ghencea si-i era sete, sireacul ! El cerea apa, iar aia ii dadeau cu PAR-donul, zicand ca ""Nem tu dom rumunski"" -)))","[""pe dracu'""]","[(16, 25)]"
5275,"In primul rand as vrea sa dau dreptate celor care il acuza pe jiji ca are probleme psihice . 
Iar ""Piţi e la mijloc"" , creca piti nu e niciunde :)) sau e total implicat , in cazul in care jiji ii dicteaza convocarile ;) ca altfel nu vad ce treaba are el","['are probleme psihice', 'Piţi', 'piti']","[(70, 90), (100, 104), (126, 130)]"
14006,"Te respectă pentru că te văd prost mă, dacă vezi un ţăran analfabet te mai şi iei de el?TE respectă pentru că tu îi amuzi prin limbajul tău.
Tu eşti un nimeni, ai intrat in fotbal doar pentru imagine, nu ai nici o treabă cu fenomenul.
Dacă cei din Bucureşti scandează impotriva ta pentru ca îi ""instighează: Elias(sa zicem după tine), cei mai zici de suporterii din ţara care au exact aceleasi ""sentimente"" pentru tine.
Pleacă cât mai repede de la Dinamo!
Un","['prost', 'ţăran analfabet', 'eşti un nimeni']","[(29, 34), (52, 67), (145, 159)]"
22348,"el zice : ""Sperăm ca englezii să se întoarcă cu mâna goală de la Cluj"" Iar titlul este ""Chelsea pleacă fără puncte de la Cluj"". Ziaristi obositi ce sunteti. De ce rastalmaciti vorbele jucatorului.Pe toti v-ati baga la puscarie si v-as impusca cretinilor ce sunteti de ziaristi.","['Ziaristi obositi', 'v-ati baga la puscarie', 'v-as impusca', 'cretinilor']","[(128, 144), (204, 226), (230, 242), (243, 253)]"
26290,"mai de mysterio esti un kkt care pute urat şi curva ii mata fraiere, vam adus in occident taranilor sunteti un oras numai cu tarani, 
cate blocuri aveti bai ciufutilor.chiar imi este scarba sa trec prin aradul ala daca as putea as ocoli 100 km numai sa nu vad tarani ca voi.","['curva ii mata', 'taranilor', 'oras numai cu tarani', 'ciufutilor', 'tarani', 'un kkt care pute urat']","[(46, 59), (90, 99), (111, 131), (157, 167), (260, 266), (21, 42)]"
14006,"bai cretinule mitica e mata, cand noi ne batem cu miticii, cu ceauseii, cu dineii,cu neţoii si cu toate scursurile fotbalului romanesc, voi cfr cluj jucatii prin c si b, cand  faceam performanta in europa si eram singura echipa care tinea piept bucurestului voi jucati la campia turzi sau pe la acu arad, ce aveti voi ma cu Universitatea Craiova descultilor , bateti steaua la ei acasa si atunci vorbim, nu vorbi tu de miticii","['cretinule', 'mitica e mata', 'scursurile fotbalului', 'descultilor']","[(4, 13), (14, 27), (104, 125), (346, 357)]"
22348,"sa va iau in pluă tot fotbalul vostru de ratati si retardati ..

sa va iau in pluă si pe rapidisti si pe dinamovisti si stelisti si jurnalisti 

PE TOOTII ...SA VA PHOOT IN GURA PE TOTI 

UEEE LA ROMANIA","['ratati', 'retardati', 'sa va iau in pluă', 'sa va iau in pluă', 'SA VA PHOOT IN GURA']","[(0, 17), (0, 17), (41, 47), (51, 60), (67, 84), (67, 84), (162, 181)]"
12664,"'Crezi că există un gol mai frumos ca cel al lui Fabbiani?' ma voi nu aveti ce scrie cum draqu daca exita gol mai frumos ca al lui fabiani????? nu ma, va spun eu e cel mai frumos gol din lume de fapt daca ma gandesc mai bine cred de e si singurul.... multumitzi???? mama ce idiotzi sunt astia cred ca nu ai avut ce face.","['draqu', 'idiotzi']","[(89, 94), (274, 281)]"
23135,"""Gigi Becali a făcut aseară, la Fanatik Show, o declaraţie surprinzătoare""... Ba, sunteti cretini? Acuma nu, pe bune, serios, CINE naiba a putut sa fie suprins de o asemenea declaratie? Sau de fapt Eu sunt cretinul.. poate ca suprinzator era chiar faptul ca nu s-a implicat?? De fapt da.. normal era sa se implice.. e surpriza ca n-a facut-o.. SCUZE. sunt un cretin","['cretini', 'naiba', 'cretinul', 'cretin']","[(90, 97), (131, 136), (206, 214), (359, 365)]"
37426,"băi ştoiştilor, daţi-vă-n p..a mea de spurkkţi, ce să caut eu la voi în ghenă?
M-am pişşat şi eu un pic pe voi şi, gata, puneţi botu'?","['ştoiştilor', 'daţi-vă-n p..a', 'spurkkţi', 'la voi în ghenă', 'M-am pişşat şi eu un pic pe voi']","[(4, 14), (16, 30), (38, 46), (62, 77), (80, 111)]"
38231,"Fostul arbitru internaţional, Adrian Porumboiu, a comentat la Realitatea Sportivă penalty-ul din care a cîştigat Poli iaşi partida cu liderul CFR Cluj:

""A fost penalty. În această seară am avut de-a face cu un arbitru corect, un fundaş fraier şi un atacant deştept. A fost contact între cei doi, iar atacantul a profitat de această eroare de apărare"", a spus finanţatorul lui

HA, HA, HA sugeti poulicica","['fundaş fraier', 'sugeti poulicica']","[(232, 245), (393, 409)]"
33807,"Cum e un scandal, hop şi Băşescu! Băi, băşitule, ia-ţi medicamentele pentru creier!","['Băşescu', 'băşitule', 'ia-ţi medicamentele pentru creier']","[(25, 32), (39, 47), (49, 82)]"
9433,"SA IMI iiSUGETI MAŢELE DIMINEATA, INAINTE DE iiKAKARE...CA LA iiSUPT iiPULA SUNTETI OBISNUITI...HAI LAMUIE shtoia","['SA IMI iiSUGETI MAŢELE', 'iiSUPT iiPULA', 'LAMUIE', 'iiKAKARE', 'shtoia']","[(0, 22), (45, 53), (62, 75), (100, 106), (107, 113)]"
25706,sa sughi pulha Valentin Şchiopu...sclavu bucurestenilor...stelist imputit...,"['sa sughi pulha', 'sclavu bucurestenilor', 'stelist imputit']","[(0, 14), (34, 55), (58, 73)]"
24472,"Bah fratilor, chiar nu ganditi deloc? Daca aveam pasele care ii s-au dat lu` ""Căpitanos"" (cu zice Jiji)dadeam si io gol. Asta e o statistica total intamplatoare. Kapetanos este un jucator de divizia B, undeva pe la subsolul clasamentului; acuma nu ca Arthuro ar fi mare jucator. Grecu asta e o petarda uda in opinia mea: viteza 0, dribling 0, sut in tribune si cate o data o mai impinge si in plasa.","['petarda uda', 'nu ganditi deloc']","[(20, 36), (294, 305)]"
12029,"citeste aici bai SCARBITUL..pwlii mele: 

Atunci cînd un jucător eliminat nu vrea să iasă, cînd o echipă ameninţă cu retragerea de pe teren. În nici un caz, nu se referă la aruncarea de obiecte. Dacă, spre exemplu, se trage din tribună cu pistolul şi nu e nimerit nici un jucător, trebuie anunţate 3 minute? Exclus!"". 
Ia zi????au grestit aia nu?????",['SCARBITUL..pwlii mele'],"[(17, 38)]"
15248,"La 28 de ani, câţi are Goian, Răducioiu era deja un fotbalist terminat.
Oricum, la fel de proşti sunt amândoi că se iau la ceartă şi vând ziarele.","['fotbalist terminat', 'proşti']","[(52, 70), (91, 97)]"
16135,"OAIA ASTA ORI E PROASTA ORI SE PREFACE.
Con­form regulamentului şi a mă­surilor de securitate, fiecare club oas­pete primeşte cinci la sută din capacitatea arenei. ...
TE-N POLA MEA DE OAIE ..ILIE","['OAIA', 'PROASTA', 'TE-N POLA MEA', 'OAIE']","[(0, 4), (16, 23), (170, 183), (187, 191)]"
22821,"asa e. lasa. uite colea..
__
RTV.net
Dezvăluiri ÎN PREMIERĂ. Cum se comportă GIGI BECALI după gratii VIDEO
__
deci, nu mai pot, mor de ras, la naiba...))",['naiba'],"[(148, 153)]"
43856,"La spectatori sunt pe ultimul loc.
Cine naiba sănătos la cap sa se ducă pe un stadion de kakat, unde numai cu telescopul vezi ceva la poarta adversa și sa vezi o echipa împinsa de la spate de arbitrii și blaturi?
Media de spectatori la meci: 150 !","['naiba', 'de kakat']","[(41, 46), (87, 95)]"
16755,"Păi eu mă refer la acest clip , care oricum este impresionant? Eu mă refer la istoria și tradiția lor de suporteri , la faptul că Rapidul a fost prima echipă din România care avea GALERIE (anii 1960) , că sunt de departe cei mai atașați de echipă , cei mai fanateci , cei mai statornici suporteri , profilul de suporter pe care nu multe echipe din Europa î-l au. Stadionul era închis , ei știau asta... frig ca drecu.... Liga a-3-a... meci cu echipă de doi lei și totuși sau dus câteva sute ÎN DEPLASARE , lucru cu care nici măcar noi (Dinamo și U Cluj nu prea ne putem/puteam mândri în Liga 1. Suporterii rapidiști chiar sunt UNICI în România , sunt fenomenali!!! Îi știu din 1984 de pe vremea când mi-am început studenția  în București. Și crede-mă , chiar NU sunt rapidist.",['drecu'],"[(411, 416)]"
5001560,"Măricelule, mai lucrează la echilibru... Observațiile tale sunt la fel de federale. Nu mă interesează care ”Universitate” e aia adevărată, eu la altceva mă refeream. Văd că tu, ca un unic deținător al adevărului suprem, ne luminezi și pe noi, ăștia mai ne-olteni. Deci, Universitatea Craiova mai există de vreo 16 ani, iar Universitatea mititelului e o clonă fără niciun drept. În schimb, ”stema Craiovei Maxima este pe triocurile Craiovei, echipa de liga 1”. Care nu e clonă, probabil au activat în underground în toți anii în care uzurpatorii Staicu și Mititelu au jucat (chiar și în prima liga!) cu clona lor, lucru ascuns atât de bine încât Craiova era mândră de existența acelei echipe... Pe atunci nu erau mititei, probabil... Acum, ăștia cu clona ”mint, manipuleaza si sint controlati de familia Mititelu”. Cel puțin așa ne asiguri tu: ”Cam asta e adevarul.” Ai naibii mititei, și pe-ăia de la UEFA îi mint, îi manipulează și îi controlează. Că nu văd ca palmaresul ”adevăratei” reînviate de d-na Olguța să cuprindă mai mult de... o participare în Europa League - dubla cu Milan de anul ăsta. Cred că trebuie să-i lămurești și pe ei. Și, până atunci, să li se interzică accesul pe stadionul cel nou...","['Măricelule', 'Universitatea mititelului', 'mititei', 'Mititelu', 'naibii', 'mititei']","[(0, 10), (323, 348), (712, 719), (803, 811), (869, 875), (876, 883)]"
2587562,"Măi oameni buni hai să o lămurim odată cu golaverajul ăsta !!! Cum să nu conteze scorul  cu Andora??? Noi vorbim în primul rând de locul 2 în grupa noastră care în caz de egalitate de puncte  cu Turcia (cu ungaria nu prea avem cum să ajungem la egalitate) se ia în calcul golaverajul din grupă!!! Abia apoi dacă ne clasăm pe locul 2 se face un clasament al tuturor echipelor de pe locul 2 din toate grupele iar ultima nu prinde nici barajul (abia aici se scot din calcul rezultatele cu ultima clasată din grupă pt. că există gr.I care are doar 5 echipe) ce naiba !!!!
Deci în concluzie dacă noi și turcii ajungem la final la 19p fiecare decide  golav. unde ei ai 6 în plus acum .",['naiba'],"[(557, 562)]"
6871075,"""Am fost chemat ca martor într-o problemă din anii 2000. M-au întrebat ce s-a întâmplat în Comitetele Executive și ce decizii s-au luat. Am jurat că spun adevărul și asta am făcut. Nici nu puteam să mint, pentru că eu uit."" :D hahaha Pai de ce naiba mai sunt pusi in functii de conducere oameni batrani, care se prefac ca au uitat?!",['naiba'],"[(244, 249)]"
6654666,"Mă, tată, las-o dracului, și copiii știu că ( sic) copiii se scriu cu trei bețe. Tu nu ești oltean. Te prinzi târziu de oportunitatea de a citi la alții cum se scrie! :))",['dracului'],"[(16, 24)]"
4146213,Stai naiba potolit ca îți crapă inima aia...,['naiba'],"[(5, 10)]"
5800792,"Gabi Mureşan .... nu imi vine sa cred cat profesionalism a putut  arata,a jucat extraordinar,nu stiu ce drq vrea Piti.Gabi Mureşan a jucat de nota 10...sa vazut un om in + pe teren si merita sa fie titular..a demonstrat ca merita un loc in echipa...si este de o modestie aparte,un om simplu si sigur pe el.","['drq', 'Piti']","[(104, 107), (113, 117)]"
5468992,"Asta e Dinamo: cum naiba sa fi copil fiind fanul echipei Securității și Miliției?
Oribil @
Doar copiii de securiști și milițieni țineau de mici cu Dinamo.
M-a ferit bunul Dumnezeu sa fac parte din familie parte a sistemului represiv.
Brrrrrrrrrr !
Uitate la Moflea cum arata copilul unui securist .","['naiba', 'securiști', 'securist']","[(19, 24), (108, 117), (293, 301)]"
7447666,"Daca Steaua dorea serviciile acestui jucător fiti siguri ca.l luau.Daca trecerea lui Iorga de la Otelul la Astra a ajuns o ""lovitura pe piata transferurilor"" opriti apa,atingeți lumina si închiderii naibii Fițuica asta.",['naibii'],"[(199, 205)]"
39397,"Frumos a fost meciul ala , eram în Galerie , 2 Piturca, 2 Lăcătuș , 1 Balint.
A fost exact rețeta cu care ne-am pisat în anul ala și pe campioana Cehoslovaciei in Cupa Campionilor,  Sparta Praga tot cu 5-0.",['ne-am pisat'],"[(107, 118)]"
2587608,Ce naiba să spun! știam deja că PSD iști sunt specialiști la ”stat”. Că de acolo adună urjumele...,"['naiba', 'urjumele']","[(3, 8), (87, 95)]"
4466984,"Băi , tu ce naiba ai pățit , de ai imbătrinit așa de repede ? : )))))))))))))))))",['naiba'],"[(12, 17)]"
2496077,Un club de păcălici cu cea mai de rahat galerie din tara asta.,"['club de păcălici', 'cea mai de rahat galerie']","[(3, 19), (23, 47)]"
6740526,"a dracu matematica "" primele 7 intră în play-off: încă 14 etape
- ultimele 7 joacă play-out, încă 12 etape.""
cum vine asta?",['dracu'],"[(2, 7)]"
2888308,"de unde naiba, intră pe gsp din an în paște să facă economie la curent ! : )",['naiba'],"[(8, 13)]"
2509936,"citez: ""Surpriză în meciul care a decis posibila adversară a Simonei Halep din ultimul act""
Cum naiba ""posibila adversara"" daca s-a decis deja?
Chiar nu aveti pe nimeni sa fie ""cap limpede"" la voi acolo?
Strica fiecare cum vrea limba romana ?","['naiba', 'nu aveti pe nimeni sa fie ""cap limpede""']","[(97, 102), (152, 191)]"
4775781,"Azi a fost ziua Simonei, absolut admirabila in ambele meciuri. Daca JO se țineau in Chicago asa cum poate ar fi trebuit (Obama însuși, in calitate nu doar de Presedinte ci chiar de locuitor al orașului respectiv s-a deplasat la Comitetul Olimpic atunci cand s-a stabilit orașul pt a influența pe cat posibil alegerea, dar in van) Simona ar fi participat sigur, fiind la doi pași de Cincinnati, asa este imposibil sa ii ceri sa renunțe la bani si puncte pt a-si rupe oasele pe zgura la draq in praznic ... Oricum de nota 10 faptul ca nu a spus azi pass, Monica ar fi înțeles, si nu doar ca a jucat dar a făcut-o la un nivel extraordinar in fata perechii #2 mondial. Sa speram ca oboseala nu o va priva de calificarea in finala, polaca fiind o adversara de temut.",['draq'],"[(485, 489)]"
3111402,"Păi,n-are bre,dreptate? S-au băgat grămezi de bani intr-un stadion pe care afară il faci cu o treime din banii ăia..și tot nu-i făcut cum trebuie.Să plătească cei vinovați și să se găsească naibii o soluție să-l deschidă....",['naibii'],"[(190, 196)]"
6787465,"Cine dracu să-l preseze , când el era și este omul serviciilor și al puterii ?",['dracu'],"[(5, 10)]"
5994627,"Bravo Gicuta, Doamne ajută să te și ții de promisiune. Este anunțul așteptat de o țară întreagă, ce naiba ți-a luat atât de mult timp? Ne-ai adus tuturor un pic de alinare și liniște sufletească. Chiar eram panicat că după DumdumDaum o să te vedem înscăunat la națională. Coșmarul suprem al oricărui suporter. Rămâi la viitură, adu-l înapoi pe Ianis că și așa se chinuie și e sătul de bășcălia presei italiene și antrenează numai acolo. Sincer aberezi despre antrenarea altor naționale, cu mare noroc porcesc poți spera la naționalele Gibraltarului, Andorei, Burkinei Faso, Insulele Capului verde și maximum maximorum pentru tine, Bangladesh. Vroiam să trec și Insulele Feroe pe listă dar ăia au pretenții mari, din păcate nu ai valoarea necesară pentru ei.","['naiba', 'noroc porcesc']","[(100, 105), (495, 508)]"
5760055,"Nu, metre. E deajuns ultima pagină. Este acolo, prezent. 
Cum dracului?",['dracului'],"[(63, 71)]"
7240862,"""Min. 61 - Dayro Moreno scapă pe contraatac, îi pasează lui Pepe Moreno, care ratează cu poarta goală!""

Unde dracu ati vazut voi poarta goala? Merlier e invizbil?",['dracu'],"[(112, 117)]"
6277040,Pe naiba ! Iașiul a fost tot timpul cu dinamo! În ultimii ani s a pus botul la banii lui becali și au fost încurcate adversarele fcsb! S au fript cu becali și ăștia,['naiba'],"[(3, 8)]"
5033285,"Păi, eu ce dracului zic, îi fac moldovenii. :)) Spre norocul lor, fecesebiștii au printre ăia 49% și unii ce bagă bani în ieșeni. Dacă simțim ceva, noi, dinamoviștii ocupăm intersecțiile Capitalei. Să vezi meleu! :))",['dracului'],"[(11, 19)]"
34956,"Ieri era deja transferat...azi se mai negociza....ce info de rahat

Steaua a mai reuşit o lovitură pe piaţa transferurilor, reuşind să obţină împrumutul atacantului Bogdan Stancu de la Galatasaray
Deşi au început greu campania de achiziţii, roş-albaştrii nu se mai pot opri. Aseară, tîrziu, s-a parafat cel de-al 12-lea transfer al verii, dacă-l punem la socoteală şi pe Chiricheş, care va veni în iarnă, după ce Galatasaray şi-a dat acordul ca Bogdan Stancu (24 de ani) să evolueze la Steaua pînă în vara anului viitor!
După o discuţie de aproximativ o oră, datorită relaţiilor foarte bune pe care le are cu başkanii, impresarul a obţinut acordul acestora de a-l împrumuta pe atacant înapoi în G",['de rahat'],"[(58, 66)]"
6974677,"De-al dracu am scris si am să mai scriu zilnic , ca să-i inebunesc !! : ))))))",['dracu'],"[(6, 11)]"
5804444,"Ce dracului să mai plafonezi la el? Ca și Belgrădean, doi râsu-plânsu!","['dracului', 'râsu-plânsu']","[(3, 11), (58, 69)]"
2045578,"Tocmai din cauza asta trebuie sa nu faca Romania si Steaua (al carei palmares si-l asuma) de ras! Sa se califice sau sa ii bata pe astia fie si intr-un meci sunt fantasmagorii, insa macar sa nu ia mai mult de 5-6 goluri in total in ambele meciuri. Daca le dau aia un 7-0 sau 8-1 ""ucigasilor"" lu' jiji nu mai spală nice draq asemenea rusine, destul ca Steaua cu jiji finanțator are 23 de meciuri fara victorie, un record negativ greu de egalat si uitat.","['""ucigasilor""', 'draq']","[(279, 291), (319, 323)]"
3354519,"Ei, au stat pe dracu cu autobaza în poartă ... că ocaziile cele mari le-a avut Iaşiul, 3 sau 4 faze periculoase din care cel puţin 2 şuturi tari ... să zicem mersi că am scăpat neciuruiţi. E bun şi 1 punct, decît niciunul ...",['dracu'],"[(15, 20)]"
4820762,"Discuţiile sînt în toi, încă nu s-a materializat nimic, dar Becali a anunţat că va reuşi. 


Ce sloboz va reusi ?!? ....Poate primesc si eu un raspuns destept , la aceasta intrebare !!! ... Pace",['sloboz'],"[(99, 105)]"
6019522,"Nu înțeleg ce naiba lipseste acestui lot...bine,in afara de antrenor!!! De 2-3 ani se aduc doar jucatoare de top,cele mai bune din breaslă...si cu toate astea suntem de râs!!! Rupe Gyor tot in cale,cu niste no name...bine,exagerez si eu!!...dar oricum,apm cumparat toata spuma!",['naiba'],"[(14, 19)]"
5693422,"Colegul meu de la Cotroceni?
Basescu a adus trofeele voastre din Gruia.
Toate partidele si toti politicienii sunt acelasi rahat cu ambalaje diferite.
_____
În 2008, cel mai generos finanţator al PD-L la nivel naţional a fost, potrivit datelor publicate în Monitorul Oficial, „cetăţeanul” Arpad Paszkany, cu 1,45 milioane de lei.",['rahat'],"[(124, 129)]"
2059715,"Nu a fost, ci este cercetată pentru fapte de corupție. Becali, dacă are  avocați buni, face pe ei in instanță in procesul ăla cu daunele de 37 milioane...in sumele alea nu cred nici cei din familia Talpan, ce dracu...:)))) Au marca, să demonstreze că produc 4 milioane de euro/an și atunci pot să meargă liniștiți in instanță. :))))","['face pe ei', 'dracu']","[(87, 97), (209, 214)]"
7250364,să-mi bag. ce goluri de rahat au dat ăștia! :)),"['să-mi bag', 'de rahat']","[(0, 9), (21, 29)]"
4576433,"Nu mă mai implora să fac atâta mișto de tine, ai și tu un pic de demnitate, ce naiba...",['naiba'],"[(79, 84)]"
6290400,"Da băi, să li se facă dosar penal, ce naiba, doar suntem în România! 
N-am văzut așa ceva nici în tenis, adică să înjure vreunul sau să dea cu racheta de teren și să nu fie eliminat direct și suspendat cel puțin 10 turnee, și vorba aia, tenisul e sport de ghetou, nu de domnișoare, cum e fotbalul.
Păi dacă pe tine te fură cineva, tu îți permiți să folosești cuvinte urâte, să înjuri de morți, părinți și rubedenii până-n gradul 4 inclusiv?! Nu-i așa că întorci creștinește și celălalt buzunar, faci trei mătănii și te închini către Pipera, leagănul fotbalului mioritic?!",['naiba'],"[(38, 43)]"
5585432,"aloo,admin...cum naiba de îi mai permiteți să posteze și incă nu l-ați banat pe oto...aceleași aberații mereu...sau e pe felie cu voi???",['naiba'],"[(17, 22)]"
6239158,"""a comentat partida ziariştii de la Stuttgarter Zeitung""
Bai, lasati'o naibii de treaba, ziaristilor agramati","['naibii', 'ziaristilor agramati']","[(72, 78), (90, 110)]"
7109786,"Uite, au scăpat ocazia. Portarul de la  Sepsi se simțea rau in careu play ca un jucător i-ai schimba ghetele. Situații de penalty clare, ce naiba........",['naiba'],"[(140, 145)]"
5656187,"""Nu sînt îngrijorat de faptul că atacanţii nu marchează goluri, 
eu chiar sînt bucuros că ajung în poziţii de a marca, dar ratează.
__
mie nu mi se pare ca e ceva in regula..)))) exprimarea e de vina ?? gandirea ??..))
cum dracului sa fii bucuros ca se creeaza ocazii, dar se rateaza...))
eu cred ca povestitorul e de vina, naratiunea lasa de dorit..))",['dracului'],"[(227, 235)]"
3238,"Legea 84/1998 privind mărcile și indicațiile geografice, republicata 2014:

Art. 60: Oricare persoana interesata poate cere Tribunalului Bucuresti anularea înregistrării mărcii de certificare, în termen de 5 ani de la înregistrarea acesteia!

Cum naiba au anulat ăștia in 2015 marca FOTBAL CLUB UNIVERSITATEA CRAIOVA” daca a fost înregistrată la OSIM sub nr. 40335 in 21.12.1999!?",['naiba'],"[(251, 256)]"
7355505,"Al naibii Ragele ... bine că nu și-a mutat echipa la Scornicești, că numele era bun. :D :D",['naibii'],"[(3, 9)]"
4405977,"Manchester City - ŢSKA Moscova 4-1 (Aguero 3, 20, Negredi 30, Negredo 51 / Doumbia 45+1)* 

cine dracu e ""Negredi"" ? :))   corectati, ati scris prima oara , am crezut ca ati gresit, dar  sa scrii de  2 ori la rand acelasi nume aiurea",['dracu'],"[(99, 104)]"
5671750,In românia chiar nu mai există niciun arbitru capabil(corect)? Nu am mai văzut de multa vreme o etapă in care arbitrajul sa nu influenţeze meciurile. Iti vine sa iti bagi p.u.l.a in el de fotbal. O sa luăm bătaie in CL Din toate părţile.,['sa iti bagi p.u.l.a'],"[(159, 178)]"
3840701,"dacă nu se răzgândește votați altul.
Alte orașe au bagat banii în fotbal, Sibiul de ce sa nu o facă.
Si stadionul e vai mama lui, lasă-o naiba, cel mai frumos oraș din RO și asa urâțenie de stadion ?","['naiba', 'vai mama lui']","[(118, 130), (139, 144)]"
4314071,"ce dracu fumezi,mă? :)))))",['dracu'],"[(3, 8)]"
27482,Cine dracului i-a pus și pe ăia să nu semnalizeze fântâna de pe uliță. Dânsul Primarul este de vină!,['dracului'],"[(5, 13)]"
2463261,"”enorm de multe puncte,ca de nu era zero” enorm de multe puncte? păi când naiba ați bătut pe cineva în Europa și noi nu am aflat? Sau faceți puncte datorită figurației?  Ești cam lipsit de logică omule cu mi de conturi. E că votezi PSD? Nu te mira că știm! dar doar minoritari PSD au logică similară șii păcat de biata țară.","['naiba', 'cam lipsit de logică']","[(74, 79), (175, 195)]"
5594202,"l vot iu once, i vot u tuais, ce dracu, bă? Mai avem un pic și ne babardim.",['dracu'],"[(33, 38)]"
4610627,in voc sa va dati mari antrenori uitativa dreaq in dreapta.... La ce jucători crezi că va renunţa Victor Piţurcă pentru EURO? Deac e pe departe cel mai votat jucator asa ca cei care considera ca e o greseala a lui Piturca ori nu se pricep la fotbal ori sunt unguri!,"['dreaq', 'unguri']","[(42, 47), (258, 264)]"
